,name,location_link,site,us_state,type,subtypes,Area,rating
1128,Canton Asian Bistro,"https://www.google.com/maps/place/Canton+Asian+Bistro/@58.3637197,-134.5750362,14z/data=!4m8!1m2!2m1!1sCanton+Asian+Bistro!3m4!1s0x54011e2066af53c3:0xa02d64bf846975fa!8m2!3d58.3637197!4d-134.5750362",http://www.cantonasianbistrojuneau.com/,Alaska,Chinese restaurant,"Chinese restaurant, Sushi restaurant",1,4.1
1129,The Rickshaw AK,"https://www.google.com/maps/place/The+Rickshaw+AK/@61.1891581,-149.884432,14z/data=!4m8!1m2!2m1!1sThe+Rickshaw+AK!3m4!1s0x56c897fe0b02c077:0x79cfc7a5c62de7c1!8m2!3d61.1891581!4d-149.884432",https://m.facebook.com/?tbua=1#!/profile.php?id=100076277191944,Alaska,Chinese restaurant,Chinese restaurant,2,4.8
1130,Asia Garden Restaurant,"https://www.google.com/maps/place/Asia+Garden+Restaurant/@61.1500176,-149.8648969,14z/data=!4m8!1m2!2m1!1sAsia+Garden+Restaurant!3m4!1s0x56c899d60c1a149f:0x7d6e3f215053cf68!8m2!3d61.1500176!4d-149.8648969",https://asiagardenak.com/,Alaska,Chinese restaurant,"Chinese restaurant, Restaurant",2,3.9
1131,Uutuku,"https://www.google.com/maps/place/Uutuku/@66.8988457,-162.5906571,14z/data=!4m8!1m2!2m1!1sUutuku!3m4!1s0x50cd175396f67f3d:0xda167a807f4e1b4c!8m2!3d66.8988457!4d-162.5906571",https://uutuku.business.site/,Alaska,Chinese restaurant,Chinese restaurant,0,3.8
1132,MISO Japanese sushi & bar,"https://www.google.com/maps/place/MISO+Japanese+sushi+%26+bar/@61.1449922,-149.86121369999998,14z/data=!4m8!1m2!2m1!1sMISO+Japanese+sushi+%26+bar!3m4!1s0x56c8990eaf0d34cd:0x6940107f6e9b2cec!8m2!3d61.1449922!4d-149.86121369999998",,Alaska,Chinese restaurant,"Chinese restaurant, Restaurant, Japanese restaurant, Sushi restaurant",2,4.5
1133,Chopsticks,"https://www.google.com/maps/place/Chopsticks/@61.217006999999995,-149.8885824,14z/data=!4m8!1m2!2m1!1sChopsticks!3m4!1s0x56c89629bde7481f:0x104f0abdb7ab3d4d!8m2!3d61.217006999999995!4d-149.8885824",,Alaska,Chinese restaurant,Chinese restaurant,2,1.7
1134,New China Restaurant,"https://www.google.com/maps/place/New+China+Restaurant/@55.3421628,-131.6453779,14z/data=!4m8!1m2!2m1!1sNew+China+Restaurant!3m4!1s0x540c25044751f181:0xdaa8ef276b48b586!8m2!3d55.3421628!4d-131.6453779",,Alaska,Chinese restaurant,Chinese restaurant,1,4.0
1135,Joan Mei Restaurant,"https://www.google.com/maps/place/Joan+Mei+Restaurant/@56.806445999999994,-132.9745484,14z/data=!4m8!1m2!2m1!1sJoan+Mei+Restaurant!3m4!1s0x540603f1e3079d71:0xcd7e20adc1a4f497!8m2!3d56.806445999999994!4d-132.9745484",https://joanmeirestaurant.com/,Alaska,Chinese restaurant,"Chinese restaurant, American restaurant, Asian restaurant, Fish & chips restaurant, Restaurant",0,4.3
1136,Little Hong Kong,"https://www.google.com/maps/place/Little+Hong+Kong/@58.371416599999996,-134.5896793,14z/data=!4m8!1m2!2m1!1sLittle+Hong+Kong!3m4!1s0x5400e1e283f05cf7:0x7f31746d91973899!8m2!3d58.371416599999996!4d-134.5896793",http://juneaulittlehongkong.com/,Alaska,Chinese restaurant,"Chinese restaurant, Asian restaurant, Delivery Restaurant",1,3.9
1137,Peking Wok,"https://www.google.com/maps/place/Peking+Wok/@61.1365932,-149.952268,14z/data=!4m8!1m2!2m1!1sPeking+Wok!3m4!1s0x56c8986866931a6d:0xa1eb9a26e74ea21e!8m2!3d61.1365932!4d-149.952268",,Alaska,Chinese restaurant,"Chinese restaurant, Delivery Restaurant",2,3.6
1138,Panda Garden,"https://www.google.com/maps/place/Panda+Garden/@64.850407,-147.7055772,14z/data=!4m8!1m2!2m1!1sPanda+Garden!3m4!1s0x513245416b785fc7:0x44335bb596f13273!8m2!3d64.850407!4d-147.7055772",http://www.pandagardenak.com/,Alaska,Chinese restaurant,Chinese restaurant,2,3.8
1139,O K Restaurant,"https://www.google.com/maps/place/O+K+Restaurant/@60.5439897,-145.7582294,14z/data=!4m8!1m2!2m1!1sO+K+Restaurant!3m4!1s0x56b718e6e89c4a5f:0x171b414f3b58edc8!8m2!3d60.5439897!4d-145.7582294",,Alaska,Chinese restaurant,"Chinese restaurant, New American restaurant",0,4.1
1140,Jimmy's Asian Food Restaurant,"https://www.google.com/maps/place/Jimmy%27s+Asian+Food+Restaurant/@61.1801434,-149.8934414,14z/data=!4m8!1m2!2m1!1sJimmy%27s+Asian+Food+Restaurant!3m4!1s0x56c89793954667e3:0xcee64634740d6324!8m2!3d61.1801434!4d-149.8934414",https://anchorageasianfood.com/,Alaska,Chinese restaurant,"Chinese restaurant, Asian restaurant, Authentic Japanese restaurant, Japanese restaurant, Sushi restaurant, Sushi takeaway",2,4.4
1141,The Hott Spot,"https://www.google.com/maps/place/The+Hott+Spot/@61.2104955,-149.7626081,14z/data=!4m8!1m2!2m1!1sThe+Hott+Spot!3m4!1s0x56c897f62f970247:0x64e1caf70bcbc050!8m2!3d61.2104955!4d-149.7626081",,Alaska,Hot pot restaurant,Hot pot restaurant,2,4.4
1142,Ding How Mongolian BBQ,"https://www.google.com/maps/place/Ding+How+Mongolian+BBQ/@61.210513,-149.7323432,14z/data=!4m8!1m2!2m1!1sDing+How+Mongolian+BBQ!3m4!1s0x56c896a340ae71e9:0xccd69e6e00d4277d!8m2!3d61.210513!4d-149.7323432",http://dinghowbbq.com/,Alaska,Chinese restaurant,"Chinese restaurant, Asian restaurant, Barbecue restaurant, Mongolian barbecue restaurant",2,3.9
1143,Oriental Express,"https://www.google.com/maps/place/Oriental+Express/@61.1482004,-149.8646585,14z/data=!4m8!1m2!2m1!1sOriental+Express!3m4!1s0x56c899d68ab40f3b:0x59cf713e9b6caac8!8m2!3d61.1482004!4d-149.8646585",http://www.orientalexpressak.com/,Alaska,Chinese restaurant,"Chinese restaurant, Restaurant",2,3.9
1144,Kim's Cuisine | Asian Fusion Bistro,"https://www.google.com/maps/place/Kim%27s+Cuisine+%7C+Asian+Fusion+Bistro/@61.3328542,-149.56731019999998,14z/data=!4m8!1m2!2m1!1sKim%27s+Cuisine+%7C+Asian+Fusion+Bistro!3m4!1s0x56c8eb74fcad2dff:0x6bd355562e434694!8m2!3d61.3328542!4d-149.56731019999998",http://www.kimscuisineasianfusionbistro.com/?utm_source=gmb,Alaska,Chinese restaurant,"Chinese restaurant, Asian fusion restaurant, Japanese restaurant, Sushi restaurant, Thai restaurant",1,4.1
1145,Imperial Palace Restaurant,"https://www.google.com/maps/place/Imperial+Palace+Restaurant/@61.2184348,-149.84619949999998,14z/data=!4m8!1m2!2m1!1sImperial+Palace+Restaurant!3m4!1s0x56c8963ed3dcd635:0x4135a219757d55e6!8m2!3d61.2184348!4d-149.84619949999998",,Alaska,Chinese restaurant,Chinese restaurant,2,3.7
1146,Moon Garden Restaurant,"https://www.google.com/maps/place/Moon+Garden+Restaurant/@21.3209427,-157.8626343,14z/data=!4m8!1m2!2m1!1sMoon+Garden+Restaurant!3m4!1s0x7c006e798123097f:0x534cf7a7099bc639!8m2!3d21.3209427!4d-157.8626343",http://www.moongardenrestaurant.com/,Hawaii,Chinese restaurant,"Chinese restaurant, Asian restaurant, Restaurant",2,4.2
1147,Honolulu Kitchen,"https://www.google.com/maps/place/Honolulu+Kitchen/@21.3838498,-158.00250499999999,14z/data=!4m8!1m2!2m1!1sHonolulu+Kitchen!3m4!1s0x7c00642d722c1569:0xb266c139b1405250!8m2!3d21.3838498!4d-158.00250499999999",,Hawaii,Chinese restaurant,"Chinese restaurant, Caterer, Restaurant, Fast food restaurant, Filipino restaurant, Takeout Restaurant",2,4.6
1148,Mings Canton Food,"https://www.google.com/maps/place/Mings+Canton+Food/@21.396405599999998,-157.9769478,14z/data=!4m8!1m2!2m1!1sMings+Canton+Food!3m4!1s0x7c0066734ff4c343:0xfbcc94bf550eb82f!8m2!3d21.396405599999998!4d-157.9769478",https://www.facebook.com/pages/Mings-Canton-Food/111788788857798,Hawaii,Chinese restaurant,Chinese restaurant,2,4.1
1149,Kin Sun,"https://www.google.com/maps/place/Kin+Sun/@21.401863,-157.79888689999999,14z/data=!4m8!1m2!2m1!1sKin+Sun!3m4!1s0x7c006b053a182b93:0x17555681d7bd0519!8m2!3d21.401863!4d-157.79888689999999",,Hawaii,Chinese restaurant,Chinese restaurant,1,4.1
1150,Siu's Chinese Kitchen,"https://www.google.com/maps/place/Siu%27s+Chinese+Kitchen/@20.8909914,-156.46476289999998,14z/data=!4m8!1m2!2m1!1sSiu%27s+Chinese+Kitchen!3m4!1s0x7954d3195b84eddb:0x6e3d302be9fc97d6!8m2!3d20.8909914!4d-156.46476289999998",,Hawaii,Chinese restaurant,Chinese restaurant,2,3.7
1151,Kings Chinese Barbecue,"https://www.google.com/maps/place/Kings+Chinese+Barbecue/@20.732322399999997,-156.4520274,14z/data=!4m8!1m2!2m1!1sKings+Chinese+Barbecue!3m4!1s0x7954d0735bcf9ac7:0x66b0a1a23db2b43e!8m2!3d20.732322399999997!4d-156.4520274",https://www.kingschinesebbqkihei.com/,Hawaii,Chinese restaurant,"Chinese restaurant, Barbecue restaurant",1,4.3
1152,Mei Mei Chinese Style BBQ,"https://www.google.com/maps/place/Mei+Mei+Chinese+Style+BBQ/@21.3128663,-157.86303669999998,14z/data=!4m8!1m2!2m1!1sMei+Mei+Chinese+Style+BBQ!3m4!1s0x7c006f2b3d86a5c1:0x6c7164cc63d83bf0!8m2!3d21.3128663!4d-157.86303669999998",,Hawaii,Chinese restaurant,Chinese restaurant,2,4.8
1153,Honolulu Hotpot Hale,"https://www.google.com/maps/place/Honolulu+Hotpot+Hale/@21.2936329,-157.8425069,14z/data=!4m8!1m2!2m1!1sHonolulu+Hotpot+Hale!3m4!1s0x7c006d66bbde774f:0x5f70f035a4efd3f4!8m2!3d21.2936329!4d-157.8425069",,Hawaii,Hot pot restaurant,Hot pot restaurant,2,4.7
1154,No. 1 Chinese & BBQ Restaurant,"https://www.google.com/maps/place/No.+1+Chinese+%26+BBQ+Restaurant/@21.4412985,-158.18687699999998,14z/data=!4m8!1m2!2m1!1sNo.+1+Chinese+%26+BBQ+Restaurant!3m4!1s0x7c008a358e4f407d:0xe7b6edfd7ef7de2b!8m2!3d21.4412985!4d-158.18687699999998",,Hawaii,Chinese restaurant,"Chinese restaurant, Barbecue restaurant",2,4.2
1155,HK Cafe,"https://www.google.com/maps/place/HK+Cafe/@21.2793395,-157.8284789,14z/data=!4m8!1m2!2m1!1sHK+Cafe!3m4!1s0x7c00730f0b42d289:0xa53e0010023ac97a!8m2!3d21.2793395!4d-157.8284789",https://qmenu.us/#/hk-cafe-honolulu1,Hawaii,Chinese restaurant,Chinese restaurant,2,4.3
1156,Chong Qing Hot Pot,"https://www.google.com/maps/place/Chong+Qing+Hot+Pot/@21.2927179,-157.8520883,14z/data=!4m8!1m2!2m1!1sChong+Qing+Hot+Pot!3m4!1s0x7c006de06b7c2fc7:0x2d24e80b27b97855!8m2!3d21.2927179!4d-157.8520883",https://chong-qing-hot-pot.business.site/?utm_source=gmb,Hawaii,Chinese restaurant,"Chinese restaurant, Hot pot restaurant, Shabu-shabu restaurant",2,4.8
1157,Wong's Chinese Restaurant,"https://www.google.com/maps/place/Wong%27s+Chinese+Restaurant/@21.9081874,-159.59301589999998,14z/data=!4m8!1m2!2m1!1sWong%27s+Chinese+Restaurant!3m4!1s0x7c0706e7ce742685:0xad28ec1c0e765204!8m2!3d21.9081874!4d-159.59301589999998",,Hawaii,Chinese restaurant,Chinese restaurant,1,4.1
1158,Royal Palace Restaurant,"https://www.google.com/maps/place/Royal+Palace+Restaurant/@21.3660948,-157.927058,14z/data=!4m8!1m2!2m1!1sRoyal+Palace+Restaurant!3m4!1s0x7c006f3f6f1d789d:0x906e73d144750880!8m2!3d21.3660948!4d-157.927058",https://royalpalacetogo.com/,Hawaii,Chinese restaurant,Chinese restaurant,2,3.0
1159,Taste of Hong Kong,"https://www.google.com/maps/place/Taste+of+Hong+Kong/@21.3347913,-158.0243481,14z/data=!4m8!1m2!2m1!1sTaste+of+Hong+Kong!3m4!1s0x7c006494b6dd0c73:0xd64da5cf6433d790!8m2!3d21.3347913!4d-158.0243481",http://taste-of-hong-kong.jany.io/,Hawaii,Chinese restaurant,"Chinese restaurant, Restaurant",2,4.2
1160,Ho's Chinese Kitchen,"https://www.google.com/maps/place/Ho%27s+Chinese+Kitchen/@21.9695675,-159.3787097,14z/data=!4m8!1m2!2m1!1sHo%27s+Chinese+Kitchen!3m4!1s0x7c071e9c1b3f5197:0x8d2d6a3f8dbd5320!8m2!3d21.9695675!4d-159.3787097",https://hoschinesekitchenlihue.com/,Hawaii,Chinese restaurant,Chinese restaurant,1,4.3
1161,Lam's Kitchen,"https://www.google.com/maps/place/Lam%27s+Kitchen/@21.312868599999998,-157.8621153,14z/data=!4m8!1m2!2m1!1sLam%27s+Kitchen!3m4!1s0x7c006e76a7bbc5c1:0xaef6e6d95f1183b!8m2!3d21.312868599999998!4d-157.8621153",http://lamskitchenhawaii.com/,Hawaii,Chinese restaurant,Chinese restaurant,2,4.6
1162,Dew Drop Inn,"https://www.google.com/maps/place/Dew+Drop+Inn/@21.30256,-157.845293,14z/data=!4m8!1m2!2m1!1sDew+Drop+Inn!3m4!1s0x7c006de7d6d96e37:0xc1ecca93b40386f9!8m2!3d21.30256!4d-157.845293",http://dewdropinnhawaii.com/,Hawaii,Chinese restaurant,"Chinese restaurant, Taiwanese restaurant",2,4.4
1163,Harbor Village Cuisine,"https://www.google.com/maps/place/Harbor+Village+Cuisine/@21.277241399999998,-157.70472329999998,14z/data=!4m8!1m2!2m1!1sHarbor+Village+Cuisine!3m4!1s0x7c001265ac2c9e61:0xa0b4d4be5560b026!8m2!3d21.277241399999998!4d-157.70472329999998",https://www.harborvillagehawaii.com/,Hawaii,Chinese restaurant,Chinese restaurant,2,4.2
1164,Golden Duck Restaurant,"https://www.google.com/maps/place/Golden+Duck+Restaurant/@21.299493299999998,-157.84360909999998,14z/data=!4m8!1m2!2m1!1sGolden+Duck+Restaurant!3m4!1s0x7c006de8b63107bd:0x29474a2f799fea44!8m2!3d21.299493299999998!4d-157.84360909999998",http://goldenduckchinese.com/,Hawaii,Cantonese restaurant,Cantonese restaurant,2,4.1
1165,General's Chinese BBQ,"https://www.google.com/maps/place/General%27s+Chinese+BBQ/@20.9059101,-156.4880685,14z/data=!4m8!1m2!2m1!1sGeneral%27s+Chinese+BBQ!3m4!1s0x7954d3063bd75df3:0x6cff4eef177e74d1!8m2!3d20.9059101!4d-156.4880685",https://generalschinesebbq.menufy.com/,Hawaii,Chinese restaurant,Chinese restaurant,2,3.9
1166,Mini Garden Orient Cuisine,"https://www.google.com/maps/place/Mini+Garden+Orient+Cuisine/@21.2960454,-157.8282808,14z/data=!4m8!1m2!2m1!1sMini+Garden+Orient+Cuisine!3m4!1s0x7c006d93ee15f8b9:0x6334a1a6fb322e92!8m2!3d21.2960454!4d-157.8282808",https://www.minigardenhawaii.com/,Hawaii,Chinese restaurant,Chinese restaurant,2,4.3
1167,Kona Chinese Deli (Hawaii BBQ Deli),"https://www.google.com/maps/place/Kona+Chinese+Deli+%28Hawaii+BBQ+Deli%29/@19.9271463,-155.7878072,14z/data=!4m8!1m2!2m1!1sKona+Chinese+Deli+%28Hawaii+BBQ+Deli%29!3m4!1s0x7953877c5d6c3a49:0xabcdffa95254d3bd!8m2!3d19.9271463!4d-155.7878072",https://www.hawaiibbqdeli96738.com/,Hawaii,Chinese restaurant,Chinese restaurant,0,3.6
1168,Hawaii Pot Shabu Shabu House,"https://www.google.com/maps/place/Hawaii+Pot+Shabu+Shabu+House/@21.4950314,-158.0284551,14z/data=!4m8!1m2!2m1!1sHawaii+Pot+Shabu+Shabu+House!3m4!1s0x7c005d7ed78d73a3:0x4e01e33b1943eca7!8m2!3d21.4950314!4d-158.0284551",http://hawaiipotshabushabu.com/,Hawaii,Hot pot restaurant,"Hot pot restaurant, Shabu-shabu restaurant",2,4.6
1169,Duk Kee Chinese Restaurant Inc,"https://www.google.com/maps/place/Duk+Kee+Chinese+Restaurant+Inc/@21.2822758,-157.79927669999998,14z/data=!4m8!1m2!2m1!1sDuk+Kee+Chinese+Restaurant+Inc!3m4!1s0x7c006d7b41e5992d:0x81aab452aca80b0f!8m2!3d21.2822758!4d-157.79927669999998",,Hawaii,Chinese restaurant,Chinese restaurant,2,4.3
1170,Jade Palace,"https://www.google.com/maps/place/Jade+Palace/@20.0231188,-155.6668469,14z/data=!4m8!1m2!2m1!1sJade+Palace!3m4!1s0x795383b20eb3608d:0x8209451e9dc5cfcd!8m2!3d20.0231188!4d-155.6668469",http://www.jadepalacehi.com/,Hawaii,Chinese restaurant,Chinese restaurant,0,4.5
1171,Ling's Chop Suey House,"https://www.google.com/maps/place/Ling%27s+Chop+Suey+House/@19.691645299999998,-155.06713109999998,14z/data=!4m8!1m2!2m1!1sLing%27s+Chop+Suey+House!3m4!1s0x79524b173b2ec81d:0xab716d85ee1b76af!8m2!3d19.691645299999998!4d-155.06713109999998",http://www.puainakocenter.com/,Hawaii,Cantonese restaurant,Cantonese restaurant,1,4.0
1172,HiTEA Cafe,"https://www.google.com/maps/place/HiTEA+Cafe/@21.2906667,-157.8420732,14z/data=!4m8!1m2!2m1!1sHiTEA+Cafe!3m4!1s0x7c006d2719f07c15:0x869157b173d41272!8m2!3d21.2906667!4d-157.8420732",https://hitea808.com/,Hawaii,Chinese restaurant,"Chinese restaurant, Tea house",2,3.8
1173,Honolulu Skewer House,"https://www.google.com/maps/place/Honolulu+Skewer+House/@21.2777918,-157.8138593,14z/data=!4m8!1m2!2m1!1sHonolulu+Skewer+House!3m4!1s0x7c006d5854789bd3:0x90c9b833893488d9!8m2!3d21.2777918!4d-157.8138593",,Hawaii,Chinese restaurant,"Chinese restaurant, Barbecue restaurant, Restaurant",2,3.9
1174,Honolulu Noodle & Co.,"https://www.google.com/maps/place/Honolulu+Noodle+%26+Co./@21.2793395,-157.8284789,14z/data=!4m8!1m2!2m1!1sHonolulu+Noodle+%26+Co.!3m4!1s0x7c00734dbafe5b2b:0x58af130012d7f1bc!8m2!3d21.2793395!4d-157.8284789",https://honolulunoodle.com/,Hawaii,Taiwanese restaurant,"Taiwanese restaurant, Ramen restaurant",2,4.1
1175,House of Dragon Seafood Restaurant,"https://www.google.com/maps/place/House+of+Dragon+Seafood+Restaurant/@21.3943788,-157.9692451,14z/data=!4m8!1m2!2m1!1sHouse+of+Dragon+Seafood+Restaurant!3m4!1s0x7c006609385ea8f7:0x11d09d9784d9557b!8m2!3d21.3943788!4d-157.9692451",,Hawaii,Chinese restaurant,"Chinese restaurant, Seafood restaurant",2,3.9
1176,Rokaru Shabu Shabu,"https://www.google.com/maps/place/Rokaru+Shabu+Shabu/@21.4001911,-157.9754065,14z/data=!4m8!1m2!2m1!1sRokaru+Shabu+Shabu!3m4!1s0x7c00660d3810fe87:0x4371cd9f7928a4e3!8m2!3d21.4001911!4d-157.9754065",https://www.rokaruhi.com/,Hawaii,Hot pot restaurant,"Hot pot restaurant, Buffet restaurant, Japanese restaurant, Takeout Restaurant, Sukiyaki and Shabu Shabu restaurant, Shabu-shabu restaurant",2,4.4
1177,Joy Cup Noodles Mean,"https://www.google.com/maps/place/Joy+Cup+Noodles+Mean/@21.2948266,-157.8367289,14z/data=!4m8!1m2!2m1!1sJoy+Cup+Noodles+Mean!3m4!1s0x7c006dedae6a0b25:0x189fa4fd3df5b97b!8m2!3d21.2948266!4d-157.8367289",https://joycupnoodles.com/,Hawaii,Chinese restaurant,"Chinese restaurant, Chinese noodle restaurant, Sichuan restaurant",2,4.7
1178,Royal Kitchen,"https://www.google.com/maps/place/Royal+Kitchen/@21.3148746,-157.8606783,14z/data=!4m8!1m2!2m1!1sRoyal+Kitchen!3m4!1s0x7c006e76ef03a53f:0x6f60787352125c0f!8m2!3d21.3148746!4d-157.8606783",https://royalkitchenhawaii.com/,Hawaii,Chinese restaurant,"Chinese restaurant, Chinese takeaway, Fast food restaurant, Restaurant",2,4.4
1179,Hometown Noodle Factory,"https://www.google.com/maps/place/Hometown+Noodle+Factory/@21.3119235,-157.86449779999998,14z/data=!4m8!1m2!2m1!1sHometown+Noodle+Factory!3m4!1s0x7c006e73e639d8b5:0x191fdd95ea3e9389!8m2!3d21.3119235!4d-157.86449779999998",,Hawaii,Chinese takeaway,Chinese takeaway,2,5.0
1180,No.1 Chinese & BBQ IV Inc.,"https://www.google.com/maps/place/No.1+Chinese+%26+BBQ+IV+Inc./@20.8773022,-156.6781642,14z/data=!4m8!1m2!2m1!1sNo.1+Chinese+%26+BBQ+IV+Inc.!3m4!1s0x79552bba15cada6d:0x66d5f7d192a91fb1!8m2!3d20.8773022!4d-156.6781642",http://www.no1chinesebbqhawaii.com/,Hawaii,Chinese restaurant,"Chinese restaurant, Barbecue restaurant, Diner, Takeout Restaurant",1,4.2
1181,No 1 Chinese Bbq Restaurant,"https://www.google.com/maps/place/No+1+Chinese+Bbq+Restaurant/@21.979072,-159.3679023,14z/data=!4m8!1m2!2m1!1sNo+1+Chinese+Bbq+Restaurant!3m4!1s0x7c071e449a397877:0xb4674ea1bb0b974b!8m2!3d21.979072!4d-159.3679023",,Hawaii,Chinese restaurant,"Chinese restaurant, Barbecue restaurant, Restaurant",1,3.9
1182,Tim Ho Wan - Waikiki,"https://www.google.com/maps/place/Tim+Ho+Wan+-+Waikiki/@21.278924999999997,-157.8291553,14z/data=!4m8!1m2!2m1!1sTim+Ho+Wan+-+Waikiki!3m4!1s0x7c00727596d392d3:0x3b348b2f2e82f6e0!8m2!3d21.278924999999997!4d-157.8291553",http://timhowanusa.com/locations/,Hawaii,Dim sum restaurant,"Dim sum restaurant, Mandarin restaurant, Restaurant",2,4.1
1183,Pearl's Chinese Kitchen,"https://www.google.com/maps/place/Pearl%27s+Chinese+Kitchen/@21.3875968,-158.0074273,14z/data=!4m8!1m2!2m1!1sPearl%27s+Chinese+Kitchen!3m4!1s0x7c00642e949674d1:0x2e2c3e8edb357b4!8m2!3d21.3875968!4d-158.0074273",https://pearlskitchenhi.com/,Hawaii,Chinese restaurant,Chinese restaurant,2,3.1
1184,Chinese BBQ Restaurant,"https://www.google.com/maps/place/Chinese+BBQ+Restaurant/@21.9249056,-159.52515789999998,14z/data=!4m8!1m2!2m1!1sChinese+BBQ+Restaurant!3m4!1s0x7c0704f810f14fbd:0xb486279412dc4079!8m2!3d21.9249056!4d-159.52515789999998",,Hawaii,Chinese restaurant,Chinese restaurant,1,4.1
1185,Chi Kong Look Funn Factory,"https://www.google.com/maps/place/Chi+Kong+Look+Funn+Factory/@21.3128878,-157.8637072,14z/data=!4m8!1m2!2m1!1sChi+Kong+Look+Funn+Factory!3m4!1s0x7c006e73fd16368f:0x8489c8002161aed0!8m2!3d21.3128878!4d-157.8637072",,Hawaii,Chinese restaurant,Chinese restaurant,2,4.4
1186,East Wind Fresh & Healthy Chinese Cuisine,"https://www.google.com/maps/place/East+Wind+Fresh+%26+Healthy+Chinese+Cuisine/@19.707101899999998,-155.075681,14z/data=!4m8!1m2!2m1!1sEast+Wind+Fresh+%26+Healthy+Chinese+Cuisine!3m4!1s0x79524b43d6fd3101:0x826be16d07fe541d!8m2!3d19.707101899999998!4d-155.075681",http://www.eastwindhilo.com/?utm_source=gmb,Hawaii,Chinese restaurant,"Chinese restaurant, Restaurant",1,4.3
1187,Kapolei Chinese Restaurant,"https://www.google.com/maps/place/Kapolei+Chinese+Restaurant/@21.3368969,-158.0788955,14z/data=!4m8!1m2!2m1!1sKapolei+Chinese+Restaurant!3m4!1s0x7c0063161e96ee37:0xbe531972de848653!8m2!3d21.3368969!4d-158.0788955",,Hawaii,Chinese restaurant,Chinese restaurant,2,3.5
1188,Aiea Chop Suey,"https://www.google.com/maps/place/Aiea+Chop+Suey/@21.3790563,-157.93029679999998,14z/data=!4m8!1m2!2m1!1sAiea+Chop+Suey!3m4!1s0x7c006f4a1f2ec463:0x7edb855051f96456!8m2!3d21.3790563!4d-157.93029679999998",http://www.aieachopsuey.com/?utm_source=gmb,Hawaii,Chinese restaurant,Chinese restaurant,2,3.8
1189,Jade Garden Restaurant,"https://www.google.com/maps/place/Jade+Garden+Restaurant/@21.4125643,-157.99882209999998,14z/data=!4m8!1m2!2m1!1sJade+Garden+Restaurant!3m4!1s0x7c00666753fb0fe5:0x198de7de105b8383!8m2!3d21.4125643!4d-157.99882209999998",,Hawaii,Chinese restaurant,Chinese restaurant,2,3.7
1190,8 Fat Fat 8 Bar & Grille,"https://www.google.com/maps/place/8+Fat+Fat+8+Bar+%26+Grille/@21.300483,-157.84056999999999,14z/data=!4m8!1m2!2m1!1s8+Fat+Fat+8+Bar+%26+Grille!3m4!1s0x7c006de96d31dbfb:0x73fe2646140743b5!8m2!3d21.300483!4d-157.84056999999999",https://www.8fatfat8hawaii.com/,Hawaii,Chinese restaurant,"Chinese restaurant, Bar & grill, Sports bar",2,4.5
1191,Asia Manoa Chinese Restaurant,"https://www.google.com/maps/place/Asia+Manoa+Chinese+Restaurant/@21.308650699999998,-157.8118998,14z/data=!4m8!1m2!2m1!1sAsia+Manoa+Chinese+Restaurant!3m4!1s0x7c006da7aa0ad517:0x5e647dc91b3960c7!8m2!3d21.308650699999998!4d-157.8118998",http://www.asiamanoa.com/,Hawaii,Chinese restaurant,Chinese restaurant,2,4.2
