,name,location_link,site,us_state,type,subtypes,Area,rating
2353,Hong Kong Chinese Restaurant,"https://www.google.com/maps/place/Hong+Kong+Chinese+Restaurant/@40.636537,-80.452589,14z/data=!4m8!1m2!2m1!1sHong+Kong+Chinese+Restaurant!3m4!1s0x88346b52fd6a4489:0x7601ef010a97363d!8m2!3d40.636537!4d-80.452589",http://www.hongkongmidland.com/?utm_source=gmb,Pennsylvania,Chinese restaurant,Chinese restaurant,1,4.6
2354,Mui Chung Chinese,"https://www.google.com/maps/place/Mui+Chung+Chinese/@39.9368009,-75.16677829999999,14z/data=!4m8!1m2!2m1!1sMui+Chung+Chinese!3m4!1s0x89c6c617794051af:0xd192a5aeb87f2f2!8m2!3d39.9368009!4d-75.16677829999999",http://www.mui-chung-chinese.com/,Pennsylvania,Chinese restaurant,"Chinese restaurant, American restaurant",2,3.9
2355,China House,"https://www.google.com/maps/place/China+House/@40.3171855,-79.6951433,14z/data=!4m8!1m2!2m1!1sChina+House!3m4!1s0x8834dcdf8f9a613b:0x9215e6860362a566!8m2!3d40.3171855!4d-79.6951433",http://chinahousenorwin.com/,Pennsylvania,Chinese restaurant,"Chinese restaurant, Restaurant",2,4.6
2356,New Dragon Star,"https://www.google.com/maps/place/New+Dragon+Star/@40.0254654,-75.1433377,14z/data=!4m8!1m2!2m1!1sNew+Dragon+Star!3m4!1s0x89c6b78fdc49fd85:0xb66baa8ce26d7772!8m2!3d40.0254654!4d-75.1433377",,Pennsylvania,Chinese restaurant,Chinese restaurant,2,4.1
2357,Yan Zhong Restaurant,"https://www.google.com/maps/place/Yan+Zhong+Restaurant/@40.0077133,-75.1379293,14z/data=!4m8!1m2!2m1!1sYan+Zhong+Restaurant!3m4!1s0x89c6b7ef39b5d5b9:0x8594925ab5ac882d!8m2!3d40.0077133!4d-75.1379293",,Pennsylvania,Chinese restaurant,Chinese restaurant,2,3.3
2358,Beijing Chinese Restaurant,"https://www.google.com/maps/place/Beijing+Chinese+Restaurant/@40.0798564,-74.9937551,14z/data=!4m8!1m2!2m1!1sBeijing+Chinese+Restaurant!3m4!1s0x89c6b315a186b57f:0x529107b8cf8acca1!8m2!3d40.0798564!4d-74.9937551",https://qnuo.xyz/beijing-chinese-restaurant-373277-web,Pennsylvania,Chinese restaurant,"Chinese restaurant, Delivery Restaurant",2,4.1
2359,Choy Yung Inn Restaurant,"https://www.google.com/maps/place/Choy+Yung+Inn+Restaurant/@39.932688399999996,-75.1814448,14z/data=!4m8!1m2!2m1!1sChoy+Yung+Inn+Restaurant!3m4!1s0x89c6c66da29b9a67:0xceebbcaa76aee43e!8m2!3d39.932688399999996!4d-75.1814448",,Pennsylvania,Chinese restaurant,Chinese restaurant,2,4.1
2360,Stir Fry 88,"https://www.google.com/maps/place/Stir+Fry+88/@40.0893176,-75.3907289,14z/data=!4m8!1m2!2m1!1sStir+Fry+88!3m4!1s0x89c695dc7c052841:0x6b9e6a40d5ef4e04!8m2!3d40.0893176!4d-75.3907289",https://www.simon.com/mall/king-of-prussia/stores/stir-fry-88,Pennsylvania,Chinese restaurant,"Chinese restaurant, Chinese takeaway",2,3.3
2361,New Panda House,"https://www.google.com/maps/place/New+Panda+House/@41.4902776,-78.67632669999999,14z/data=!4m8!1m2!2m1!1sNew+Panda+House!3m4!1s0x89cd07be55131d75:0x390e611ebc03d4b9!8m2!3d41.4902776!4d-78.67632669999999",,Pennsylvania,Chinese restaurant,Chinese restaurant,0,4.7
2362,Jade Palace Restaurant,"https://www.google.com/maps/place/Jade+Palace+Restaurant/@41.010993899999995,-76.8615875,14z/data=!4m8!1m2!2m1!1sJade+Palace+Restaurant!3m4!1s0x89cf0d7cbc868a45:0x6945051e2f02e9f8!8m2!3d41.010993899999995!4d-76.8615875",,Pennsylvania,Chinese restaurant,"Chinese restaurant, Asian restaurant, Chinese takeaway, Mandarin restaurant, Takeout Restaurant",1,4.3
2363,East Cuisine,"https://www.google.com/maps/place/East+Cuisine/@40.1401724,-75.2438497,14z/data=!4m8!1m2!2m1!1sEast+Cuisine!3m4!1s0x89c6bb420feac29d:0x5dc9f8868325755e!8m2!3d40.1401724!4d-75.2438497",http://www.eastcuisinepa.com/,Pennsylvania,Chinese restaurant,"Chinese restaurant, Asian restaurant, Fusion restaurant, Japanese restaurant, Sushi restaurant, Thai restaurant",2,4.3
2364,Wonderful house Chinese and sushi,"https://www.google.com/maps/place/Wonderful+house+Chinese+and+sushi/@40.326277,-76.02964899999999,14z/data=!4m8!1m2!2m1!1sWonderful+house+Chinese+and+sushi!3m4!1s0x89c6734c382d3179:0x691e733fae0d02b6!8m2!3d40.326277!4d-76.02964899999999",http://www.wonderfulhousereading.com/%3Futm_source%3Dgmb%26utm_medium%3Dwebsite,Pennsylvania,Chinese restaurant,"Chinese restaurant, Asian restaurant, Sushi restaurant",2,4.2
2365,Golden China Chinese Restaurant,"https://www.google.com/maps/place/Golden+China+Chinese+Restaurant/@40.0274751,-75.13264769999999,14z/data=!4m8!1m2!2m1!1sGolden+China+Chinese+Restaurant!3m4!1s0x89c6b79867817775:0xd4688175f96bc2f0!8m2!3d40.0274751!4d-75.13264769999999",,Pennsylvania,Chinese restaurant,Chinese restaurant,2,3.6
2366,Wei Shang Chinese Food,"https://www.google.com/maps/place/Wei+Shang+Chinese+Food/@39.9994626,-75.1721245,14z/data=!4m8!1m2!2m1!1sWei+Shang+Chinese+Food!3m4!1s0x89c6c7f5e1d9e147:0xfcccef98c01c1845!8m2!3d39.9994626!4d-75.1721245",,Pennsylvania,Chinese restaurant,Chinese restaurant,2,3.8
2367,Chiu Kwan Kitchen,"https://www.google.com/maps/place/Chiu+Kwan+Kitchen/@40.8147245,-75.7327159,14z/data=!4m8!1m2!2m1!1sChiu+Kwan+Kitchen!3m4!1s0x89c5b33af98c0169:0xc05736c8ea0bd658!8m2!3d40.8147245!4d-75.7327159",http://www.chiukwan.com/,Pennsylvania,Chinese restaurant,"Chinese restaurant, Asian fusion restaurant, Chinese noodle restaurant",2,4.0
2368,China Dragon,"https://www.google.com/maps/place/China+Dragon/@39.839884,-75.4422,14z/data=!4m8!1m2!2m1!1sChina+Dragon!3m4!1s0x89c6e5d10a3b0b55:0x8250584c95c9d153!8m2!3d39.839884!4d-75.4422",http://chinadragonpa.com/,Pennsylvania,Chinese restaurant,"Chinese restaurant, Delivery Restaurant, Restaurant",2,3.8
2369,China Fortune,"https://www.google.com/maps/place/China+Fortune/@40.280837299999995,-79.8344007,14z/data=!4m8!1m2!2m1!1sChina+Fortune!3m4!1s0x8834e41b7de0c0a9:0x34c86d9ab1951602!8m2!3d40.280837299999995!4d-79.8344007",https://www.chinafortuneorder.com/,Pennsylvania,Chinese restaurant,Chinese restaurant,2,4.4
2370,Golden Wall Chinese Restaurant,"https://www.google.com/maps/place/Golden+Wall+Chinese+Restaurant/@39.989787799999995,-76.0180705,14z/data=!4m8!1m2!2m1!1sGolden+Wall+Chinese+Restaurant!3m4!1s0x89c646f4ea77eb23:0x4bd124fe79b8427b!8m2!3d39.989787799999995!4d-76.0180705",,Pennsylvania,Chinese restaurant,Chinese restaurant,2,3.8
2371,Chinese Dragon Restaurant,"https://www.google.com/maps/place/Chinese+Dragon+Restaurant/@39.9758412,-75.23922999999999,14z/data=!4m8!1m2!2m1!1sChinese+Dragon+Restaurant!3m4!1s0x89c6c72ee2c4e7a7:0xcc39281605e0878a!8m2!3d39.9758412!4d-75.23922999999999",,Pennsylvania,Chinese restaurant,Chinese restaurant,2,3.9
2372,Sony Chinese & American Food,"https://www.google.com/maps/place/Sony+Chinese+%26+American+Food/@39.9807856,-75.2395943,14z/data=!4m8!1m2!2m1!1sSony+Chinese+%26+American+Food!3m4!1s0x89c6c731b148e23b:0xc4309d8aedc36488!8m2!3d39.9807856!4d-75.2395943",,Pennsylvania,Chinese restaurant,Chinese restaurant,2,4.3
2373,Margaret Kuo's,"https://www.google.com/maps/place/Margaret+Kuo%27s/@40.0441625,-75.3853955,14z/data=!4m8!1m2!2m1!1sMargaret+Kuo%27s!3m4!1s0x89c69520db954421:0x6397964d52e343e9!8m2!3d40.0441625!4d-75.3853955",http://www.margaretkuo.com/restaurants/wayne/,Pennsylvania,Chinese restaurant,Chinese restaurant,2,4.2
2374,Spring Garden Buffet,"https://www.google.com/maps/place/Spring+Garden+Buffet/@41.4032706,-75.41623919999999,14z/data=!4m8!1m2!2m1!1sSpring+Garden+Buffet!3m4!1s0x89c4b9e07ae71ef7:0xf50e0763981718c5!8m2!3d41.4032706!4d-75.41623919999999",,Pennsylvania,Chinese restaurant,Chinese restaurant,1,3.4
2375,Ming Hing,"https://www.google.com/maps/place/Ming+Hing/@39.9255347,-79.72796939999999,14z/data=!4m8!1m2!2m1!1sMing+Hing!3m4!1s0x88353e111c126c5b:0x5a1808344fb84f9c!8m2!3d39.9255347!4d-79.72796939999999",http://www.asiavtour.com/7244388883,Pennsylvania,Chinese restaurant,"Chinese restaurant, Restaurant",2,4.4
2376,Great Wall Restaurant,"https://www.google.com/maps/place/Great+Wall+Restaurant/@39.8582502,-75.3753785,14z/data=!4m8!1m2!2m1!1sGreat+Wall+Restaurant!3m4!1s0x89c6e7da94d67f75:0xbf5e2085b8ec5c05!8m2!3d39.8582502!4d-75.3753785",https://greatwallupland.com/,Pennsylvania,Chinese restaurant,"Chinese restaurant, Delivery Restaurant",2,3.5
2377,Main Garden Chinese Food Restaurant (pick Up Only),"https://www.google.com/maps/place/Main+Garden+Chinese+Food+Restaurant+%28pick+Up+Only%29/@40.0300035,-75.1321336,14z/data=!4m8!1m2!2m1!1sMain+Garden+Chinese+Food+Restaurant+%28pick+Up+Only%29!3m4!1s0x89c6b798b1a988e9:0x32873daccad25668!8m2!3d40.0300035!4d-75.1321336",https://youtu.be/XyQIr7RQ36s,Pennsylvania,Chinese restaurant,"Chinese restaurant, ATM, Commercial refrigeration, Fast food restaurant, Grocery store, Ice cream shop",2,4.1
2378,Hachiko Asian Cuisine,"https://www.google.com/maps/place/Hachiko+Asian+Cuisine/@41.2382549,-77.0031528,14z/data=!4m8!1m2!2m1!1sHachiko+Asian+Cuisine!3m4!1s0x89cfa6224ab20ce5:0x9cc2c50a928983f6!8m2!3d41.2382549!4d-77.0031528",https://www.hachikoasiancuisine.com/,Pennsylvania,Chinese restaurant,"Chinese restaurant, Bubble tea store, Asian restaurant, Dumpling restaurant, Delivery Restaurant, Noodle shop, Restaurant",2,4.6
2379,China Moon,"https://www.google.com/maps/place/China+Moon/@41.398069,-75.67421,14z/data=!4m8!1m2!2m1!1sChina+Moon!3m4!1s0x89c4df23ce71588d:0x3c74dce6157df5a3!8m2!3d41.398069!4d-75.67421",http://www.chinamoonofscranton.com/,Pennsylvania,Chinese restaurant,"Chinese restaurant, Fast food restaurant",2,4.2
2380,Qq Buffet,"https://www.google.com/maps/place/Qq+Buffet/@41.811521299999995,-77.0809768,14z/data=!4m8!1m2!2m1!1sQq+Buffet!3m4!1s0x89cfd6184020c5c1:0x889fdfff88ee1548!8m2!3d41.811521299999995!4d-77.0809768",http://qqbuffet.com/,Pennsylvania,Chinese restaurant,"Chinese restaurant, Buffet restaurant",0,4.3
2381,China Cafe,"https://www.google.com/maps/place/China+Cafe/@39.9966636,-75.1159235,14z/data=!4m8!1m2!2m1!1sChina+Cafe!3m4!1s0x89c6b7d6e6063519:0x7cf608e0148830ad!8m2!3d39.9966636!4d-75.1159235",,Pennsylvania,Chinese restaurant,Chinese restaurant,2,4.2
2382,Happy Wok,"https://www.google.com/maps/place/Happy+Wok/@39.8916076,-75.3528405,14z/data=!4m8!1m2!2m1!1sHappy+Wok!3m4!1s0x89c6e83acb0aa123:0xf59923144b7673a2!8m2!3d39.8916076!4d-75.3528405",,Pennsylvania,Chinese restaurant,"Chinese restaurant, Delivery Restaurant, Restaurant",2,4.3
2383,Hong Kong Seafood Restaurant,"https://www.google.com/maps/place/Hong+Kong+Seafood+Restaurant/@39.771602099999996,-76.9575065,14z/data=!4m8!1m2!2m1!1sHong+Kong+Seafood+Restaurant!3m4!1s0x89c85b016e8845f1:0x298745401f4100a0!8m2!3d39.771602099999996!4d-76.9575065",http://www.hongkongseafoodhanover.com/,Pennsylvania,Chinese restaurant,"Chinese restaurant, Asian restaurant, Chinese takeaway",2,4.2
2384,China City,"https://www.google.com/maps/place/China+City/@41.3833303,-79.7027375,14z/data=!4m8!1m2!2m1!1sChina+City!3m4!1s0x883321842dedee71:0xf5c7af39623c2372!8m2!3d41.3833303!4d-79.7027375",,Pennsylvania,Chinese restaurant,Chinese restaurant,1,4.3
2385,Panda #8,"https://www.google.com/maps/place/Panda+%238/@40.3014856,-79.50849819999999,14z/data=!4m8!1m2!2m1!1sPanda+%238!3m4!1s0x8834d1dd2f796715:0x53e04f82947b812d!8m2!3d40.3014856!4d-79.50849819999999",https://www.westmorelandmall.com/store/panda_,Pennsylvania,Chinese restaurant,Chinese restaurant,2,4.9
2386,Hunan Wok,"https://www.google.com/maps/place/Hunan+Wok/@40.391538,-79.9872736,14z/data=!4m8!1m2!2m1!1sHunan+Wok!3m4!1s0x8834f0c2a6c77d3d:0x461dee97d3bafbef!8m2!3d40.391538!4d-79.9872736",,Pennsylvania,Chinese restaurant,Chinese restaurant,2,3.9
2387,CinCin Restaurant,"https://www.google.com/maps/place/CinCin+Restaurant/@40.0692208,-75.19983289999999,14z/data=!4m8!1m2!2m1!1sCinCin+Restaurant!3m4!1s0x89c6b99e752a3c0d:0xcd624aeabca998fa!8m2!3d40.0692208!4d-75.19983289999999",http://cincinrestaurant.com/,Pennsylvania,Chinese restaurant,"Chinese restaurant, Banquet hall, Caterer, Takeout Restaurant",2,4.5
2388,Hong Kong Wok,"https://www.google.com/maps/place/Hong+Kong+Wok/@40.2440827,-75.6163906,14z/data=!4m8!1m2!2m1!1sHong+Kong+Wok!3m4!1s0x89c685d9468f22c9:0xd709f824960b211e!8m2!3d40.2440827!4d-75.6163906",http://www.hongkongwokonline.com/,Pennsylvania,Chinese restaurant,"Chinese restaurant, Asian fusion restaurant, Asian restaurant, Chinese takeaway, Delivery Chinese restaurant, Delivery Restaurant, Restaurant",1,3.7
2389,Szechuan Hunan Restaurant,"https://www.google.com/maps/place/Szechuan+Hunan+Restaurant/@39.948337699999996,-75.1745133,14z/data=!4m8!1m2!2m1!1sSzechuan+Hunan+Restaurant!3m4!1s0x89c6c639a91e4e59:0xe582ad531add6ac7!8m2!3d39.948337699999996!4d-75.1745133",https://www.szechuanhunanpa.com/,Pennsylvania,Chinese restaurant,"Chinese restaurant, Asian restaurant, Delivery Restaurant",2,3.4
2390,China Bowl Restaurant,"https://www.google.com/maps/place/China+Bowl+Restaurant/@40.0680477,-75.06898509999999,14z/data=!4m8!1m2!2m1!1sChina+Bowl+Restaurant!3m4!1s0x89c6b13d86df30e1:0x4e93883f05629ba8!8m2!3d40.0680477!4d-75.06898509999999",,Pennsylvania,Chinese restaurant,"Chinese restaurant, Restaurant, Delivery Restaurant",2,3.9
2391,Panda Garden,"https://www.google.com/maps/place/Panda+Garden/@40.0546607,-75.1938964,14z/data=!4m8!1m2!2m1!1sPanda+Garden!3m4!1s0x89c6b9a594ec7351:0xea74438d3125c9c6!8m2!3d40.0546607!4d-75.1938964",http://www.pandagardenonline.com/?utm_source=gmb,Pennsylvania,Chinese restaurant,"Chinese restaurant, Asian restaurant, Delivery Restaurant",2,3.6
2392,Dragon Phoenix House,"https://www.google.com/maps/place/Dragon+Phoenix+House/@40.0395171,-75.0564491,14z/data=!4m8!1m2!2m1!1sDragon+Phoenix+House!3m4!1s0x89c6b426be8abe6d:0x87679653c0b7193f!8m2!3d40.0395171!4d-75.0564491",http://www.dragonphoenixhouse.com/?utm_source=gmb,Pennsylvania,Chinese restaurant,"Chinese restaurant, Asian restaurant, Restaurant",2,3.5
2393,King's Express,"https://www.google.com/maps/place/King%27s+Express/@40.0204664,-75.1337661,14z/data=!4m8!1m2!2m1!1sKing%27s+Express!3m4!1s0x89c6b795d497cc27:0xea0be66747539e15!8m2!3d40.0204664!4d-75.1337661",,Pennsylvania,Chinese restaurant,Chinese restaurant,2,4.2
2394,China Wok,"https://www.google.com/maps/place/China+Wok/@40.3150865,-75.31045069999999,14z/data=!4m8!1m2!2m1!1sChina+Wok!3m4!1s0x89c6a043efecb37b:0x96110818179c01e6!8m2!3d40.3150865!4d-75.31045069999999",http://www.chinawoksuperbuffet.com/,Pennsylvania,Chinese restaurant,Chinese restaurant,2,3.5
2395,Panda Garden,"https://www.google.com/maps/place/Panda+Garden/@40.2820718,-74.9942042,14z/data=!4m8!1m2!2m1!1sPanda+Garden!3m4!1s0x89c6ab6f7823abb3:0xf6747d6e13a89877!8m2!3d40.2820718!4d-74.9942042",http://www.pandagardennewtown.net/?utm_source=gmb,Pennsylvania,Chinese restaurant,Chinese restaurant,2,3.6
2396,China Buffet,"https://www.google.com/maps/place/China+Buffet/@40.4337236,-78.4137855,14z/data=!4m8!1m2!2m1!1sChina+Buffet!3m4!1s0x89cb96e8d9b5c2ed:0xfda48a154f937135!8m2!3d40.4337236!4d-78.4137855",https://redpassion1com.ipower.com/zchinabuffet,Pennsylvania,Chinese restaurant,"Chinese restaurant, Asian restaurant, Buffet restaurant",2,3.8
2397,China King,"https://www.google.com/maps/place/China+King/@40.082684799999996,-76.33991739999999,14z/data=!4m8!1m2!2m1!1sChina+King!3m4!1s0x89c623eb52c748d9:0xa4f46f6fc7bc828f!8m2!3d40.082684799999996!4d-76.33991739999999",https://www.chinakinglancasterpa.com/,Pennsylvania,Chinese restaurant,Chinese restaurant,2,4.0
2398,Little Szechuan,"https://www.google.com/maps/place/Little+Szechuan/@40.792756399999995,-77.8632781,14z/data=!4m8!1m2!2m1!1sLittle+Szechuan!3m4!1s0x89cea899129d372f:0xe1e7a7405a4566d5!8m2!3d40.792756399999995!4d-77.8632781",https://etapthru.com/restaurant.php?id=7745,Pennsylvania,Sichuan restaurant,"Sichuan restaurant, Chinese restaurant",2,4.4
2399,New China Restaurant,"https://www.google.com/maps/place/New+China+Restaurant/@39.9085676,-75.2853913,14z/data=!4m8!1m2!2m1!1sNew+China+Restaurant!3m4!1s0x89c6c3b0ddcec643:0x26bfe7f176331929!8m2!3d39.9085676!4d-75.2853913",,Pennsylvania,Chinese restaurant,Chinese restaurant,2,3.9
2400,Dim Sum Court,"https://www.google.com/maps/place/Dim+Sum+Court/@40.133649999999996,-75.51758199999999,14z/data=!4m8!1m2!2m1!1sDim+Sum+Court!3m4!1s0x89c691c591b797c1:0xbc63bf1c976e18f4!8m2!3d40.133649999999996!4d-75.51758199999999",http://dimsumcourt.com/,Pennsylvania,Chinese restaurant,"Chinese restaurant, Asian restaurant, Dim sum restaurant",2,4.6
2401,Foliage,"https://www.google.com/maps/place/Foliage/@41.5709047,-75.502499,14z/data=!4m8!1m2!2m1!1sFoliage!3m4!1s0x89c4cdbf9199b405:0x6e3ccca35feb1909!8m2!3d41.5709047!4d-75.502499",http://www.foliagerestaurant.com/,Pennsylvania,Chinese restaurant,"Chinese restaurant, Chinese noodle restaurant, Delivery Chinese restaurant, Fast food restaurant, Lunch restaurant, Delivery Restaurant, Sichuan restaurant",2,4.3
2402,China Moon,"https://www.google.com/maps/place/China+Moon/@40.590522199999995,-75.63049339999999,14z/data=!4m8!1m2!2m1!1sChina+Moon!3m4!1s0x89c433daa3d4e3d9:0xcda3c834b72d8ef8!8m2!3d40.590522199999995!4d-75.63049339999999",https://website--512708090907463383036-chineserestaurant.business.site/?utm_source=gmb,Pennsylvania,Chinese restaurant,Chinese restaurant,1,4.3
2403,The Royal Tea Garden Chinese Restaurant,"https://www.google.com/maps/place/The+Royal+Tea+Garden+Chinese+Restaurant/@40.1616275,-79.8854345,14z/data=!4m8!1m2!2m1!1sThe+Royal+Tea+Garden+Chinese+Restaurant!3m4!1s0x88351d0ffc21f17f:0x8d0b5f7948c78773!8m2!3d40.1616275!4d-79.8854345",,Pennsylvania,Chinese restaurant,Chinese restaurant,2,2.0
2404,M & M Dim Sum & HK BBQ Restaurant,"https://www.google.com/maps/place/M+%26+M+Dim+Sum+%26+HK+BBQ+Restaurant/@40.0416448,-75.4746851,14z/data=!4m8!1m2!2m1!1sM+%26+M+Dim+Sum+%26+HK+BBQ+Restaurant!3m4!1s0x89c6931c4fda8393:0x5da9a6efdeb92a91!8m2!3d40.0416448!4d-75.4746851",,Pennsylvania,Dim sum restaurant,"Dim sum restaurant, Barbecue restaurant, Bubble tea store, Chinese noodle restaurant, Chinese restaurant, Chinese tea house, Small plates restaurant",2,4.6
2405,Shing Kee,"https://www.google.com/maps/place/Shing+Kee/@39.935025599999996,-75.1549917,14z/data=!4m8!1m2!2m1!1sShing+Kee!3m4!1s0x89c6c8a09c9ae579:0x8c163be129e2d393!8m2!3d39.935025599999996!4d-75.1549917",http://www.shing-kee-chinese.com/,Pennsylvania,Chinese restaurant,Chinese restaurant,2,4.2
2406,Imperial House Restaurant,"https://www.google.com/maps/place/Imperial+House+Restaurant/@39.9678228,-75.2892648,14z/data=!4m8!1m2!2m1!1sImperial+House+Restaurant!3m4!1s0x89c6c1067b708825:0x15a54c26fe53e889!8m2!3d39.9678228!4d-75.2892648",http://www.imperialhouseupperdarby.com/?utm_source=gmb,Pennsylvania,Chinese restaurant,"Chinese restaurant, Asian restaurant, Delivery Restaurant",2,3.9
2407,New Happy Wok,"https://www.google.com/maps/place/New+Happy+Wok/@40.2620576,-75.73061179999999,14z/data=!4m8!1m2!2m1!1sNew+Happy+Wok!3m4!1s0x89c67d6df527dcc1:0xf2ac1b86ee74708c!8m2!3d40.2620576!4d-75.73061179999999",https://www.newhappywokpa.com/,Pennsylvania,Chinese restaurant,Chinese restaurant,1,4.1
2408,Shaxian Delicacies,"https://www.google.com/maps/place/Shaxian+Delicacies/@39.953966199999996,-75.1563359,14z/data=!4m8!1m2!2m1!1sShaxian+Delicacies!3m4!1s0x89c6c7660938261d:0x1ed2a0918970dec8!8m2!3d39.953966199999996!4d-75.1563359",,Pennsylvania,Chinese restaurant,Chinese restaurant,2,3.4
2409,Dynasty,"https://www.google.com/maps/place/Dynasty/@39.9639406,-75.193567,14z/data=!4m8!1m2!2m1!1sDynasty!3m4!1s0x89c6c7acc42b3529:0x4939328d88d73ee4!8m2!3d39.9639406!4d-75.193567",,Pennsylvania,Chinese restaurant,Chinese restaurant,2,3.8
2410,Danny's Wok,"https://www.google.com/maps/place/Danny%27s+Wok/@40.0192629,-75.14956029999999,14z/data=!4m8!1m2!2m1!1sDanny%27s+Wok!3m4!1s0x89c6b78b6f323cb1:0x9ce8f57ca652ee0f!8m2!3d40.0192629!4d-75.14956029999999",http://dannyswok.net/,Pennsylvania,Chinese restaurant,Chinese restaurant,2,4.2
2411,Magic Wok,"https://www.google.com/maps/place/Magic+Wok/@41.7451435,-77.2814312,14z/data=!4m8!1m2!2m1!1sMagic+Wok!3m4!1s0x89ce2c1f4a1a7e17:0xd443c14b748564d9!8m2!3d41.7451435!4d-77.2814312",,Pennsylvania,Chinese restaurant,"Chinese restaurant, Restaurant",0,4.2
2412,Unit Su Vege,"https://www.google.com/maps/place/Unit+Su+Vege/@39.962287499999995,-75.1724119,14z/data=!4m8!1m2!2m1!1sUnit+Su+Vege!3m4!1s0x89c6c7e7f0d15efb:0xbe018122ad5fbd0c!8m2!3d39.962287499999995!4d-75.1724119",http://www.unitsuvege.com/,Pennsylvania,Chinese restaurant,"Chinese restaurant, Vegetarian restaurant, Restaurant",2,4.7
2413,About HotPot,"https://www.google.com/maps/place/About+HotPot/@39.947590399999996,-75.1435017,14z/data=!4m8!1m2!2m1!1sAbout+HotPot!3m4!1s0x89c6c9dfee7661a9:0x741cab926ae9585c!8m2!3d39.947590399999996!4d-75.1435017",,Pennsylvania,Hot pot restaurant,Hot pot restaurant,2,3.4
2414,Huang Cheng,"https://www.google.com/maps/place/Huang+Cheng/@39.9502068,-75.23524859999999,14z/data=!4m8!1m2!2m1!1sHuang+Cheng!3m4!1s0x89c6c6c7c5cab357:0x29f1e16cc6829594!8m2!3d39.9502068!4d-75.23524859999999",,Pennsylvania,Chinese restaurant,Chinese restaurant,2,4.0
2415,Number One Kitchen,"https://www.google.com/maps/place/Number+One+Kitchen/@39.983315999999995,-75.82095199999999,14z/data=!4m8!1m2!2m1!1sNumber+One+Kitchen!3m4!1s0x89c65be82e5a4497:0x11456b471859c97f!8m2!3d39.983315999999995!4d-75.82095199999999",https://number-one-kitchen.business.site/,Pennsylvania,Chinese restaurant,"Chinese restaurant, Fast food restaurant, Delivery Restaurant",2,3.4
2416,Ninja Hibachi Express,"https://www.google.com/maps/place/Ninja+Hibachi+Express/@40.4292316,-79.810588,14z/data=!4m8!1m2!2m1!1sNinja+Hibachi+Express!3m4!1s0x8834ebff96c941ef:0x2c52effe8d80ba3e!8m2!3d40.4292316!4d-79.810588",https://www.hibachiexpresspitt.com/,Pennsylvania,Chinese restaurant,"Chinese restaurant, Takeout Restaurant, Japanese restaurant, Rice restaurant, Soba noodle shop, Teppanyaki restaurant",2,4.4
2417,CHINA SEA,"https://www.google.com/maps/place/CHINA+SEA/@40.734041,-80.31297029999999,14z/data=!4m8!1m2!2m1!1sCHINA+SEA!3m4!1s0x883470484aa088e1:0x4000b5992e715cde!8m2!3d40.734041!4d-80.31297029999999",https://chinaseapa.kwickmenu.com/index.php,Pennsylvania,Chinese restaurant,Chinese restaurant,2,4.2
2418,China III,"https://www.google.com/maps/place/China+III/@40.8475189,-76.5857197,14z/data=!4m8!1m2!2m1!1sChina+III!3m4!1s0x89cf670503fcc6d9:0x2f7c99a350037a53!8m2!3d40.8475189!4d-76.5857197",,Pennsylvania,Chinese restaurant,Chinese restaurant,1,4.6
2419,Garden China Restaurant,"https://www.google.com/maps/place/Garden+China+Restaurant/@39.9671272,-75.3599405,14z/data=!4m8!1m2!2m1!1sGarden+China+Restaurant!3m4!1s0x89c6ea6b9c95a7dd:0x5029d03de2cb9de9!8m2!3d39.9671272!4d-75.3599405",http://gardenchinabroomall.com/,Pennsylvania,Chinese restaurant,Chinese restaurant,2,4.0
2420,Best China Inn,"https://www.google.com/maps/place/Best+China+Inn/@39.954126099999996,-75.2112491,14z/data=!4m8!1m2!2m1!1sBest+China+Inn!3m4!1s0x89c6c6f040763b83:0x4622dd3654d5998e!8m2!3d39.954126099999996!4d-75.2112491",http://www.bestchinainn.com/?utm_source=gmb,Pennsylvania,Chinese restaurant,"Chinese restaurant, Asian restaurant, Delivery Restaurant, Seafood restaurant, Vegetarian restaurant",2,3.8
2421,Jimmy Tsang's,"https://www.google.com/maps/place/Jimmy+Tsang%27s/@40.4572237,-79.9334042,14z/data=!4m8!1m2!2m1!1sJimmy+Tsang%27s!3m4!1s0x8834f21318df82cf:0x84f6c547ac3dcf!8m2!3d40.4572237!4d-79.9334042",,Pennsylvania,Chinese restaurant,Chinese restaurant,2,3.0
2422,New China,"https://www.google.com/maps/place/New+China/@40.1578521,-76.8201543,14z/data=!4m8!1m2!2m1!1sNew+China!3m4!1s0x89c894d136223bfb:0xa7a102f51b0e4561!8m2!3d40.1578521!4d-76.8201543",,Pennsylvania,Chinese restaurant,Chinese restaurant,2,4.3
2423,Master Wok,"https://www.google.com/maps/place/Master+Wok/@39.9523574,-75.168054,14z/data=!4m8!1m2!2m1!1sMaster+Wok!3m4!1s0x89c6c6304496d46b:0x2b4f5e4407aaca79!8m2!3d39.9523574!4d-75.168054",,Pennsylvania,Chinese restaurant,Chinese restaurant,2,4.3
